STATION                          : Easter Island (Rapa Nui), Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program (https://woudc.org/)
Data Compilation                 : 05 April, 2021, by CR2 Center for Climate and Resilience Research. Linearly interpolated data every 100 m
Latitude (deg)                   : -27.17
Longitude (deg)                  : -109.42
Elevation (m)                    : 49.0
Launch Date (YYYYMMDD)           : 20050701
Launch Time (UTC)                : 23:41
Sonde Instrument, SN             : SPC 6A
Radiosonde, SN                   : 
Solution                         : 
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Variables measured by sonde      : Geopotential Height, Pressure, Ozone Partial Pressure, Temperature, Relative Humidity, Wind Speed, Wind Direction
Variables calculated from data   : Mixing Ratio Ozone by volume, Column Ozone, Zonal and Meridional Winds, Potential Temperature, Equivalent Potential Temperature, Water Vapor Mixing Ratio by mass

Alt	Press	Temp	RH	O3	O3	O3	uwnd	vwnd	Speed	Direction	Theta	Theta_e	MixRatio_H2O
km	hPa	K	%	mPa	ppbv	DU	m/s	m/s	m/s	°	K	K	g/kg
0.0	9000.000	9000.000	9000.000	9000.000	9000.000	9000.000	9000.000	9000.000	9000.000	9000.000	9000.000	9000.000	9000.00000
0.1	1012.382	290.888	52.573	3.209	31.708	0.899	9000.000	9000.000	9000.000	9000.000	289.873	306.855	6.85329
0.2	1000.583	289.591	51.736	3.247	32.462	1.256	9000.000	9000.000	9000.000	9000.000	289.547	305.156	6.27821
0.3	988.814	288.336	51.296	3.274	33.111	1.605	9000.000	9000.000	9000.000	9000.000	289.263	303.659	5.76787
0.4	977.265	287.385	53.761	3.225	32.995	1.897	9000.000	9000.000	9000.000	9000.000	289.282	303.641	5.73226
0.5	965.715	286.435	56.225	3.175	32.880	2.190	9000.000	9000.000	9000.000	9000.000	289.301	303.622	5.69665
0.6	954.255	285.484	58.789	3.133	32.834	2.482	9000.000	9000.000	9000.000	9000.000	289.320	303.599	5.65995
0.7	943.023	284.533	61.606	3.108	32.966	2.777	9000.000	9000.000	9000.000	9000.000	289.336	303.567	5.62045
0.8	931.790	283.582	64.423	3.084	33.097	3.071	9000.000	9000.000	9000.000	9000.000	289.352	303.534	5.58095
0.9	920.642	282.653	67.222	3.058	33.215	3.371	9000.000	9000.000	9000.000	9000.000	289.394	303.507	5.53377
1.0	909.600	281.750	70.000	3.030	33.314	3.678	9000.000	9000.000	9000.000	9000.000	289.467	303.486	5.47683
1.1	898.558	280.847	72.778	3.002	33.413	3.985	9000.000	9000.000	9000.000	9000.000	289.541	303.465	5.41988
1.2	887.703	279.926	76.168	2.979	33.564	4.284	9000.000	9000.000	9000.000	9000.000	289.593	303.466	5.37978
1.3	876.993	278.991	80.039	2.960	33.755	4.578	9000.000	9000.000	9000.000	9000.000	289.630	303.484	5.35291
1.4	866.283	278.055	83.910	2.940	33.947	4.872	9000.000	9000.000	9000.000	9000.000	289.666	303.502	5.32603
1.5	855.750	278.149	76.710	2.973	34.769	5.166	9000.000	9000.000	9000.000	9000.000	290.784	303.347	4.82111
1.6	845.424	279.452	56.515	3.068	36.333	5.459	9000.000	9000.000	9000.000	9000.000	293.173	302.989	3.75499
1.7	835.099	280.755	36.319	3.162	37.897	5.753	9000.000	9000.000	9000.000	9000.000	295.562	302.631	2.68888
1.8	824.937	281.367	26.567	3.152	38.181	6.027	9000.000	9000.000	9000.000	9000.000	297.228	303.130	2.22718
1.9	815.031	280.896	33.150	2.976	36.462	6.271	9000.000	9000.000	9000.000	9000.000	297.763	304.971	2.71084
2.0	805.125	280.426	39.734	2.800	34.742	6.515	9000.000	9000.000	9000.000	9000.000	298.298	306.811	3.19450
2.1	795.300	280.019	44.252	2.643	33.230	6.753	9000.000	9000.000	9000.000	9000.000	298.900	308.307	3.52265
2.2	785.798	279.863	40.514	2.559	32.547	6.972	9000.000	9000.000	9000.000	9000.000	299.772	308.426	3.22878
