STATION                          : Easter Island (Rapa Nui), Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program (https://woudc.org/)
Data Compilation                 : 05 April, 2021, by CR2 Center for Climate and Resilience Research. Linearly interpolated data every 100 m
Latitude (deg)                   : -27.17
Longitude (deg)                  : -109.42
Elevation (m)                    : 96.0
Launch Date (YYYYMMDD)           : 20090522
Launch Time (UTC)                : 23:23
Sonde Instrument, SN             : SPC 6A
Radiosonde, SN                   : 
Solution                         : 
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Variables measured by sonde      : Geopotential Height, Pressure, Ozone Partial Pressure, Temperature, Relative Humidity, Wind Speed, Wind Direction
Variables calculated from data   : Mixing Ratio Ozone by volume, Column Ozone, Zonal and Meridional Winds, Potential Temperature, Equivalent Potential Temperature, Water Vapor Mixing Ratio by mass

Alt	Press	Temp	RH	O3	O3	O3	uwnd	vwnd	Speed	Direction	Theta	Theta_e	MixRatio_H2O
km	hPa	K	%	mPa	ppbv	DU	m/s	m/s	m/s	°	K	K	g/kg
0.0	9000.000	9000.000	9000.000	9000.000	9000.000	9000.000	9000.000	9000.000	9000.000	9000.000	9000.000	9000.000	9000.00000
0.1	999.736	294.414	82.182	2.009	20.097	0.091	9000.000	9000.000	9000.000	9000.000	294.436	328.245	13.59036
0.2	988.293	293.532	86.591	2.200	22.261	0.288	9000.000	9000.000	9000.000	9000.000	294.518	328.690	13.68988
0.3	976.900	292.610	90.200	2.200	22.520	0.492	9000.000	9000.000	9000.000	9000.000	294.565	328.617	13.59573
0.4	965.609	291.541	94.636	2.200	22.784	0.696	9000.000	9000.000	9000.000	9000.000	294.462	328.304	13.46603
0.5	954.524	290.674	97.878	2.200	23.048	0.905	9000.000	9000.000	9000.000	9000.000	294.554	328.134	13.31669
0.6	943.410	290.056	98.979	2.298	24.358	1.115	9000.000	9000.000	9000.000	9000.000	294.909	328.022	13.08657
0.7	932.390	289.442	95.000	2.300	24.668	1.333	9000.000	9000.000	9000.000	9000.000	295.272	326.269	12.20797
0.8	921.523	288.673	95.942	2.300	24.959	1.545	9000.000	9000.000	9000.000	9000.000	295.472	325.685	11.85804
0.9	910.754	287.804	98.865	2.300	25.254	1.758	9000.000	9000.000	9000.000	9000.000	295.570	325.412	11.67201
1.0	900.067	287.061	97.667	2.300	25.554	1.981	9000.000	9000.000	9000.000	9000.000	295.801	324.297	11.10714
1.1	889.449	286.701	87.608	2.237	25.152	2.181	9000.000	9000.000	9000.000	9000.000	296.430	321.759	9.83690
1.2	878.968	286.252	92.660	2.266	25.781	2.395	9000.000	9000.000	9000.000	9000.000	296.967	323.379	10.22230
1.3	868.594	285.792	92.000	2.200	25.329	2.601	9000.000	9000.000	9000.000	9000.000	297.493	323.317	9.95916
1.4	858.354	285.388	88.846	2.200	25.631	2.808	9000.000	9000.000	9000.000	9000.000	298.079	322.714	9.46711
1.5	848.164	285.535	74.075	2.200	25.939	3.012	9000.000	9000.000	9000.000	9000.000	299.248	320.334	8.07236
1.6	838.100	284.448	79.830	2.200	26.250	3.213	9000.000	9000.000	9000.000	9000.000	299.124	320.558	8.17688
1.7	828.147	283.609	92.000	2.200	26.566	3.423	9000.000	9000.000	9000.000	9000.000	299.259	322.962	9.01258
1.8	818.253	283.244	88.936	2.200	26.887	3.627	9000.000	9000.000	9000.000	9000.000	299.898	322.603	8.60149
1.9	808.500	282.815	84.326	2.200	27.211	3.833	9000.000	9000.000	9000.000	9000.000	300.469	321.706	8.01590
2.0	798.886	282.371	79.140	2.200	27.538	4.037	9000.000	9000.000	9000.000	9000.000	301.021	320.661	7.38525
2.1	789.324	282.450	55.905	2.124	26.908	4.238	9000.000	9000.000	9000.000	9000.000	302.140	316.323	5.30871
2.2	779.800	282.100	49.500	2.300	29.495	4.461	9000.000	9000.000	9000.000	9000.000	302.811	315.277	4.64595
